director_name,actor_name,genres,movie_title
Andrey Konchalovskiy,Shirley Henderson,Action Family Fantasy Musical,the nutcracker in 3d
Gary Ross,Jeff Bridges,Drama History Sport,seabiscuit
Jan de Bont,Philip Seymour Hoffman,Action Adventure Drama Thriller,twister
Robert Zemeckis,Tom Hanks,Adventure Drama Romance,cast away
George Miller,Robin Williams,Animation Comedy Family Music Romance,happy feet
Paul Greengrass,Matt Damon,Action Mystery Thriller,the bourne supremacy
Wolfgang Petersen,Harrison Ford,Action Adventure Drama Thriller,air force one
Steven Soderbergh,Brad Pitt,Crime Thriller,ocean's eleven
Paul W.S. Anderson,Milla Jovovich,Action Adventure Romance,the three musketeers
Genndy Tartakovsky,Steve Buscemi,Animation Comedy Family Fantasy,hotel transylvania
Kevin Lima,Jeff Bennett,Animation Comedy Family Fantasy Musical Romance,enchanted
unknown,Caroline Dhavernas,Crime Drama Horror Mystery Thriller,hannibal            
Daniel Espinosa,Denzel Washington,Action Crime Mystery Thriller,safe house
Kevin Lima,Ioan Gruffudd,Adventure Comedy Family,102 dalmatians
Brett Ratner,Matthew Broderick,Action Comedy Crime,tower heist
Nancy Meyers,Kate Winslet,Comedy Romance,the holiday
Tony Scott,Will Smith,Action Crime Drama Mystery Thriller,enemy of the state
Nancy Meyers,Meryl Streep,Comedy Drama Romance,it's complicated
Steven Soderbergh,Al Pacino,Crime Thriller,ocean's thirteen
Roger Allers,Jon Favreau,Adventure Animation Comedy Family,open season
Neil Burger,Kate Winslet,Adventure Mystery Sci-Fi,divergent
Jean-Jacques Annaud,Bob Hoskins,Drama History War,enemy at the gates
Peter Berg,Dwayne Johnson,Action Adventure Comedy Thriller,the rundown
John McTiernan,F. Murray Abraham,Action Adventure Comedy Fantasy,last action hero
Rob Marshall,Li Gong,Drama Romance,memoirs of a geisha
Justin Lin,Amber Stevens West,Action Crime Thriller,the fast and the furious: tokyo drift
Sarah Smith,Jim Broadbent,Adventure Animation Comedy Family Fantasy,arthur christmas
Martin Brest,Anthony Hopkins,Drama Fantasy Romance,meet joe black
Andrew Davis,Raymond Cruz,Action Drama Thriller,collateral damage
Bob Fosse,Roy Scheider,Comedy Drama Music Musical,all that jazz
Tarsem Singh,Julia Roberts,Adventure Comedy Drama Family Fantasy,mirror mirror
Edgar Wright,Anna Kendrick,Action Comedy Fantasy Romance,scott pilgrim vs. the world
Jon Amiel,Glenn Morshower,Action Adventure Sci-Fi Thriller,the core
Peter Segal,Larry Miller,Comedy Romance Sci-Fi,nutty professor ii: the klumps
Raja Gosnell,Sarah Michelle Gellar,Adventure Comedy Mystery,scooby-doo
Frank Coraci,Adam Sandler,Comedy Drama Fantasy Romance,click
Brad Peyton,Jack McBrayer,Action Comedy Family Fantasy,cats & dogs: the revenge of kitty galore
Doug Liman,Kristen Stewart,Action Adventure Sci-Fi Thriller,jumper
Guillermo del Toro,Seth MacFarlane,Action Adventure Fantasy Horror Sci-Fi,hellboy ii: the golden army
David Fincher,Robert Downey Jr.,Crime Drama History Mystery Thriller,zodiac
Roger Spottiswoode,Robert Duvall,Action Mystery Sci-Fi Thriller,the 6th day
Tom Shadyac,Morgan Freeman,Comedy Drama,bruce almighty
Sylvester Stallone,Jason Statham,Action Adventure Thriller,the expendables
Brian De Palma,Tom Cruise,Action Adventure Thriller,mission: impossible
Gary Ross,Jennifer Lawrence,Adventure Drama Sci-Fi Thriller,the hunger games
Todd Phillips,Bradley Cooper,Comedy,the hangover part ii
Tim Burton,Michael Gough,Action,batman returns
Tim Johnson,Bruce Willis,Adventure Animation Comedy Family,over the hedge
Dean DeBlois,Tia Carrere,Adventure Animation Comedy Drama Family Fantasy Sci-Fi,lilo & stitch
Gary Winick,Steve Buscemi,Comedy Family Fantasy,charlotte's web
Mimi Leder,Morgan Freeman,Action Drama Romance Sci-Fi Thriller,deep impact
Dean Parisot,Bruce Willis,Action Comedy Crime Thriller,red 2
Peter Segal,Adam Sandler,Comedy Crime Sport,the longest yard
Mike Mitchell,Amy Poehler,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: chipwrecked
Dennis Dugan,Steve Buscemi,Comedy,grown ups 2
Peter Segal,Bill Murray,Action Adventure Comedy,get smart
Nancy Meyers,Keanu Reeves,Comedy Drama Romance,something's gotta give
Martin Scorsese,Leonardo DiCaprio,Mystery Thriller,shutter island
Seth Gordon,Jon Favreau,Comedy Drama Romance,four christmases
Chris Wedge,Jim Broadbent,Adventure Animation Comedy Family Sci-Fi,robots
John Woo,Nicolas Cage,Action Crime Sci-Fi Thriller,face/off
Adam Shankman,Adam Sandler,Comedy Family Fantasy Romance,bedtime stories
Sam Mendes,Tom Hanks,Crime Drama Thriller,road to perdition
Dennis Dugan,Adam Sandler,Comedy Romance,just go with it
unknown,Elden Henson,Action Adventure Crime Drama Sci-Fi Thriller,daredevil            
Simon West,Steve Buscemi,Action Crime Thriller,con air
D.J. Caruso,Rosario Dawson,Action Mystery Thriller,eagle eye
Anthony Minghella,Philip Seymour Hoffman,Adventure Drama History Romance War,cold mountain
Albert Hughes,Denzel Washington,Action Adventure Drama Thriller,the book of eli
Les Mayfield,Robin Williams,Comedy Family Sci-Fi,flubber
Jan de Bont,Liam Neeson,Fantasy Horror Mystery Thriller,the haunting
Joe Pytka,Bill Murray,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,space jam
Shawn Levy,Roger Rees,Adventure Comedy Crime Family Mystery,the pink panther
Richard Donner,Julia Roberts,Action Crime Mystery Romance Thriller,conspiracy theory
David Ayer,Brad Pitt,Action Drama War,fury
Ivan Reitman,Harrison Ford,Action Adventure Comedy Romance,six days seven nights
Eric Brevig,Justin Timberlake,Adventure Animation Comedy Family,yogi bear
Kelly Asbury,Matt Damon,Adventure Animation Family Western,spirit: stallion of the cimarron
Frank Coraci,Rosario Dawson,Comedy Family Romance,zookeeper
Stephen Hopkins,Gary Oldman,Action Adventure Family Sci-Fi Thriller,lost in space
Jonathan Demme,Denzel Washington,Drama Mystery Sci-Fi Thriller,the manchurian candidate
Henry Jaglom,Vanessa Redgrave,Drama Romance,déjà vu
Genndy Tartakovsky,Steve Buscemi,Animation Comedy Family Fantasy,hotel transylvania 2
unknown,Elizabeth Montgomery,Comedy Family Fantasy,bewitched            
James Algar,Quincy Jones,Animation Family Fantasy Music,fantasia 2000
Simon Wells,Mark Addy,Action Adventure Sci-Fi,the time machine
Ron Underwood,Charlize Theron,Action Adventure Family Fantasy Thriller,mighty joe young
Dominic Sena,Hugh Jackman,Action Crime Thriller,swordfish
Martin Campbell,Michael Emerson,Action Adventure Western,the legend of zorro
Vincent Ward,Robin Williams,Drama Fantasy Romance,what dreams may come
Steven Brill,Adam Sandler,Comedy Fantasy,little nicky
Terry Gilliam,Matt Damon,Action Adventure Comedy Fantasy Thriller,the brothers grimm
Tim Burton,Natalie Portman,Action Comedy Sci-Fi,mars attacks!
Lucile Hadzihalilovic,Nissim Renard,Drama Horror Mystery Sci-Fi,evolution
Lee Tamahori,Anthony Hopkins,Action Adventure Drama Thriller,the edge
Jonathan Mostow,Bruce Willis,Action Sci-Fi Thriller,surrogates
Roger Donaldson,Bruce Greenwood,Drama History Thriller,thirteen days
Rob Cohen,Sylvester Stallone,Action Adventure Drama Thriller,daylight
Barry Cook,Charlie Rowe,Adventure Animation Family,walking with dinosaurs 3d
Roger Christian,Richard Tyson,Action Adventure Sci-Fi,battlefield earth
Joe Dante,Brendan Fraser,Adventure Animation Comedy Family Fantasy Sci-Fi,looney tunes: back in action
Rob Marshall,Fergie,Drama Musical Romance,nine
Richard Donner,Paul Walker,Action Adventure Sci-Fi,timeline
Kevin Costner,Olivia Williams,Action Adventure Drama Sci-Fi,the postman
George Miller,Adam Goldberg,Adventure Comedy Drama Family Fantasy,babe: pig in the city
Breck Eisner,Vin Diesel,Action Adventure Fantasy,the last witch hunter
Antony Hoffman,Bob Neill,Action Sci-Fi Thriller,red planet
Luc Besson,Mia Farrow,Adventure Animation Family Fantasy,arthur and the invisibles
Jacques Perrin,Pedro Armendáriz Jr.,Documentary Drama,oceans
Peter Hyams,David Oyelowo,Action Adventure Horror Sci-Fi Thriller,a sound of thunder
Paul W.S. Anderson,Sasha Roiz,Action Adventure Drama History Romance,pompeii
Andrés Couturier,Sariann Monaco,Animation Family,top cat begins
Ron Howard,Adam Goldberg,Biography Drama,a beautiful mind
Roger Allers,Matthew Broderick,Adventure Animation Drama Family Musical,the lion king
Brad Peyton,Josh Hutcherson,Action Adventure Comedy Family Fantasy Sci-Fi,journey 2: the mysterious island
Cody Cameron,Will Forte,Animation Comedy Family Fantasy Sci-Fi,cloudy with a chance of meatballs 2
Brett Ratner,Philip Seymour Hoffman,Crime Drama Thriller,red dragon
Joe Johnston,J.K. Simmons,Action Adventure Western,hidalgo
Dennis Dugan,Al Pacino,Comedy,jack and jill
John Singleton,Paul Walker,Action Crime Thriller,2 fast 2 furious
Mark Osborne,Jeff Bridges,Adventure Animation Drama Family Fantasy,the little prince
Oliver Hirschbiegel,Roger Rees,Sci-Fi Thriller,the invasion
Des McAnuff,Robert De Niro,Adventure Animation Comedy Family Fantasy,the adventures of rocky & bullwinkle
Yarrow Cheney,Steve Coogan,Animation Comedy Family,the secret life of pets
Stephen Norrington,Jason Flemyng,Action Adventure Fantasy Sci-Fi,the league of extraordinary gentlemen
Pierre Coffin,Steve Carell,Animation Comedy Family Sci-Fi,despicable me 2
Roland Emmerich,Will Smith,Action Adventure Sci-Fi,independence day
Steven Spielberg,Ariana Richards,Action Adventure Sci-Fi,the lost world: jurassic park
Eric Darnell,Jada Pinkett Smith,Adventure Animation Comedy Family,madagascar
Alfonso Cuarón,Charlie Hunnam,Drama Sci-Fi Thriller,children of men
Bryan Singer,Hugh Jackman,Action Adventure Sci-Fi,x-men
Timur Bekmambetov,Angelina Jolie Pitt,Action Crime Fantasy Thriller,wanted
Michael Bay,Nicolas Cage,Action Adventure Thriller,the rock
Carlos Saldanha,Denis Leary,Action Adventure Animation Comedy Family Fantasy,ice age: the meltdown
Peter Segal,Adam Sandler,Comedy Romance,50 first dates
Adam Shankman,Jerry Stiller,Comedy Drama Family Music Musical Romance,hairspray
Renny Harlin,James D'Arcy,Horror Mystery Thriller,exorcist: the beginning
David Kellogg,Matthew Broderick,Action Adventure Comedy Family Sci-Fi,inspector gadget
Louis Leterrier,Morgan Freeman,Crime Mystery Thriller,now you see me
Dennis Dugan,Steve Buscemi,Comedy,grown ups
Steven Spielberg,Tom Hanks,Comedy Drama,the terminal
unknown,Harold Perrineau,Drama Fantasy Horror Thriller,constantine            
Thor Freudenthal,Don Cheadle,Comedy Family,hotel for dogs
Martin Campbell,Nicholas Lea,Action Adventure Drama Thriller,vertical limit
Mike Nichols,Philip Seymour Hoffman,Biography Comedy Drama History,charlie wilson's war
Bibo Bergeron,Robert De Niro,Adventure Animation Comedy Family,shark tale
Bill Condon,Loretta Devine,Drama Music Musical,dreamgirls
unknown,Adam Arkin,Crime Drama Mystery,life            
F. Gary Gray,Dwayne Johnson,Comedy Crime Music,be cool
Steven Spielberg,Ayelet Zurer,Drama History Thriller,munich
Antoine Fuqua,Bruce Willis,Action Drama Thriller War,tears of the sun
Robert Luketic,Tom Selleck,Action Comedy Romance Thriller,killers
Guy Ritchie,Henry Cavill,Action Adventure Comedy,the man from u.n.c.l.e.
James L. Brooks,Adam Sandler,Comedy Drama Romance,spanglish
Gil Kenan,Steve Buscemi,Animation Comedy Family Fantasy Mystery,monster house
Barry Levinson,Bruce Willis,Comedy Crime Drama Romance,bandits
Jerry Zucker,Julia Ormond,Action Adventure Romance Thriller,first knight
Andy Tennant,Bai Ling,Drama History Romance,anna and the king
Tarsem Singh,Henry Cavill,Action Drama Fantasy Romance,immortals
Florent-Emilio Siri,Jimmy Bennett,Action Crime Drama Mystery Thriller,hostage
Don Bluth,Matt Damon,Action Adventure Animation Family Sci-Fi,titan a.e.
Ron Shelton,Harrison Ford,Action Comedy Crime Thriller,hollywood homicide
Paul W.S. Anderson,Connie Nielsen,Action Drama Sci-Fi,soldier
David Pastor,Christopher Meloni,Drama Horror Sci-Fi Thriller,carriers
Henry Selick,Brendan Fraser,Animation Comedy Fantasy,monkeybone
John Moore,Dennis Quaid,Action Adventure Drama Thriller,flight of the phoenix
M. Night Shyamalan,Robin Wright,Drama Mystery Sci-Fi Thriller,unbreakable
Kyle Balda,Steve Carell,Action Animation Comedy Family Sci-Fi,minions
Zack Snyder,Jon Hamm,Action Fantasy,sucker punch
Brian De Palma,Nicolas Cage,Crime Mystery Thriller,snake eyes
Barry Levinson,Peter Coyote,Drama Mystery Sci-Fi Thriller,sphere
Clay Kaytis,Peter Dinklage,Action Animation Comedy Family,the angry birds movie
Andy Tennant,Matthew McConaughey,Action Adventure Comedy Romance Thriller,fool's gold
Judd Apatow,Adam Sandler,Comedy Drama,funny people
Peter Berg,Jennifer Garner,Action Drama Thriller,the kingdom
Adam McKay,Will Ferrell,Action Comedy Sport,talladega nights: the ballad of ricky bobby
Steve Carr,Raven-Symoné,Comedy Family Fantasy,dr. dolittle 2
Mel Gibson,Mhairi Calvey,Biography Drama History War,braveheart
Sam Mendes,Jake Gyllenhaal,Action Drama War,jarhead
David Silverman,Albert Brooks,Adventure Animation Comedy,the simpsons movie
Frank Darabont,Martin Landau,Drama Romance,the majestic
Renny Harlin,Sylvester Stallone,Action Drama Sport,driven
Jean-Jacques Annaud,David Gant,Adventure Drama Family,two brothers
M. Night Shyamalan,Bryce Dallas Howard,Drama Mystery Romance Thriller,the village
Betty Thomas,Oliver Platt,Comedy Family Fantasy,doctor dolittle
M. Night Shyamalan,Rory Culkin,Drama Sci-Fi Thriller,signs
Andrew Adamson,Rupert Everett,Adventure Animation Comedy Family Fantasy Romance,shrek 2
John Lasseter,John Ratzenberger,Adventure Animation Comedy Family Sport,cars
Garry Marshall,Julia Roberts,Comedy Romance,runaway bride
Rob Cohen,Vin Diesel,Action Adventure Thriller,xxx
Paul Tibbitt,Tim Conway,Adventure Animation Comedy Family Fantasy,the spongebob movie: sponge out of water
Ron Howard,Lili Taylor,Crime Thriller,ransom
Quentin Tarantino,Michael Fassbender,Adventure Drama War,inglourious basterds
Steven Spielberg,Robin Williams,Adventure Comedy Family Fantasy,hook
Brett Ratner,Dwayne Johnson,Action Adventure,hercules
Renny Harlin,Bruce Willis,Action Thriller,die hard 2
Clark Johnson,Jeremy Renner,Action Adventure Crime Thriller,s.w.a.t.
unknown,Nicole Beharie,Adventure Drama Fantasy Mystery Thriller,sleepy hollow            
Cameron Crowe,Tom Cruise,Fantasy Mystery Romance Sci-Fi Thriller,vanilla sky
M. Night Shyamalan,Bryce Dallas Howard,Drama Fantasy Mystery Thriller,lady in the water
Paul W.S. Anderson,Sanaa Lathan,Action Horror Sci-Fi Thriller,avp: alien vs. predator
Betty Thomas,Amy Poehler,Animation Comedy Family Fantasy Music,alvin and the chipmunks: the squeakquel
Randall Wallace,Jon Hamm,Action Drama History War,we were soldiers
Antoine Fuqua,Gerard Butler,Action Thriller,olympus has fallen
Jonathan Frakes,LeVar Burton,Action Adventure Sci-Fi Thriller,star trek: insurrection
Jonathan Liebesman,Noel Fisher,Action Sci-Fi,battle los angeles
Tim Burton,Steve Buscemi,Adventure Drama Fantasy,big fish
Mike Nichols,David Hyde Pierce,Drama Horror Romance Thriller,wolf
Steven Spielberg,Jeremy Irvine,Drama War,war horse
George Clooney,Bill Murray,Drama War,the monuments men
James Cameron,Michael Biehn,Adventure Drama Sci-Fi Thriller,the abyss
Oliver Stone,Frank Langella,Drama,wall street: money never sleeps
Gary Shore,Dominic Cooper,Action Drama Fantasy Horror War,dracula untold
Edward Zwick,Denzel Washington,Action Thriller,the siege
Matthew Vaughn,Henry Cavill,Adventure Family Fantasy Romance,stardust
Jean-Jacques Annaud,Brad Pitt,Adventure Biography Drama History War,seven years in tibet
Ron Howard,Channing Tatum,Comedy Drama,the dilemma
Joel Schumacher,Anthony Hopkins,Action Adventure Comedy Thriller,bad company
Andrzej Bartkowiak,Dwayne Johnson,Action Adventure Horror Sci-Fi,doom
Betty Thomas,Gary Cole,Action Adventure Comedy Thriller,i spy
Måns Mårlind,Theo James,Action Fantasy Horror,underworld: awakening
Adam Shankman,James Martin Kelly,Comedy Drama Musical Romance,rock of ages
Gregory Hoblit,Bruce Willis,Drama War,hart's war
Gary McKendry,Jason Statham,Action Crime Thriller,killer elite
John McTiernan,LL Cool J,Action Sci-Fi Sport,rollerball
Wych Kaosayananda,Talisa Soto,Action Crime Sci-Fi Thriller,ballistic: ecks vs. sever
Mikael Salomon,Morgan Freeman,Action Crime Drama Thriller,hard rain
Bobby Farrelly,Ron Howard,Action Adventure Animation Comedy Crime Family Fantasy,osmosis jones
Will Finn,Lea Michele,Adventure Animation Family Fantasy Musical,legends of oz: dorothy's return
Michael Mann,Chris Hemsworth,Action Crime Drama Mystery Thriller,blackhat
Kerry Conran,Angelina Jolie Pitt,Action Adventure Mystery Sci-Fi Thriller,sky captain and the world of tomorrow
Michael Caton-Jones,Charlotte Rampling,Crime Mystery Thriller,basic instinct 2
Mikael Håfström,Sylvester Stallone,Action Crime Mystery Sci-Fi Thriller,escape plan
Renny Harlin,Roxanne McKee,Action Adventure Fantasy,the legend of hercules
Phil Alden Robinson,Morgan Freeman,Action Drama Thriller,the sum of all fears
David Slade,Robert Pattinson,Adventure Drama Fantasy Romance,the twilight saga: eclipse
Frank Oz,Robert De Niro,Crime Drama Thriller,the score
Pierre Coffin,Steve Carell,Animation Comedy Family,despicable me
Joseph Ruben,Vincent Pastore,Action Comedy Crime Drama Thriller,money train
Seth MacFarlane,Liam Neeson,Comedy,ted 2
Alejandro Amenábar,Max Minghella,Adventure Drama History Romance,agora
Kinka Usher,Janeane Garofalo,Action Comedy Fantasy Sci-Fi,mystery men
Bobby Farrelly,Jenna Fischer,Comedy Romance,hall pass
Michael Mann,Al Pacino,Biography Drama Thriller,the insider
Craig Gillespie,Michael Raymond-James,Action Drama History Thriller,the finest hours
Ridley Scott,Leonardo DiCaprio,Action Drama Thriller,body of lies
Jay Roach,Steve Carell,Comedy,dinner for schmucks
Timur Bekmambetov,Rufus Sewell,Action Fantasy Horror,abraham lincoln: vampire hunter
Jon Amiel,Will Patton,Action Crime Romance Thriller,entrapment
